 Nom Ville 	MAJ   	 Latitude 	 Longitude 
 Saint-Bonnot 	SAINT BONNOT  	47.25	3.316667
 Saint-Brisson 	SAINT BRISSON  	47.266667	4.083333
 Saint-Didier 	SAINT DIDIER  	47.35	3.616667
 Saint-Éloi 	SAINT ELOI  	46.966667	3.216667
 Saint-Firmin 	SAINT FIRMIN  	47.05	3.4
 Saint-Franchy 	SAINT FRANCHY  	47.133333	3.466667
 Saint-Germain-Chassenay 	SAINT GERMAIN CHASSENAY 	46.783333	3.383333
 Saint-Germain-des-Bois 	SAINT GERMAIN DES BOIS	47.383333	3.516667
 Saint-Gratien-Savigny 	SAINT GRATIEN SAVIGNY 	46.883333	3.666667
 Saint-Hilaire-en-Morvan 	SAINT HILAIRE EN MORVAN	47.083333	3.883333
 Saint-Hilaire-Fontaine 	SAINT HILAIRE FONTAINE 	46.766667	3.616667
 Saint-Jean-aux-Amognes 	SAINT JEAN AUX AMOGNES	47.016667	3.333333
 Saint-Laurent-l'Abbaye 	SAINT LAURENT L ABBAYE	47.341667	2.991667
 Saint-Léger-de-Fougeret 	SAINT LEGER DE FOUGERET	47.016667	3.9
 Saint-Léger-des-Vignes 	SAINT LEGER DES VIGNES	46.833333	3.45
 Saint-Loup 	SAINT LOUP  	47.45	3
 Saint-Malo-en-Donziois 	SAINT MALO EN DONZIOIS	47.316667	3.266667
 Sainte-Marie 	SAINTE MARIE  	47.116667	3.433333
 Saint-Martin-d'Heuille 	SAINT MARTIN D HEUILLE	47.05	3.216667
 Saint-Martin-du-Puy 	SAINT MARTIN DU PUY	47.333333	3.866667
 Saint-Martin-sur-Nohain 	SAINT MARTIN SUR NOHAIN	47.366667	2.983333
 Saint-Parize-en-Viry 	SAINT PARIZE EN VIRY	46.75	3.383333
 Saint-Parize-le-Châtel 	SAINT PARIZE LE CHATEL	46.85	3.183333
 Saint-Péreuse 	SAINT PEREUSE  	47.066667	3.8
 Saint-Pierre-du-Mont 	SAINT PIERRE DU MONT	47.4	3.433333
 Saint-Pierre-le-Moûtier 	SAINT PIERRE LE MOUTIER	46.8	3.116667
 Saint-Quentin-sur Nohain 	SAINT QUENTIN SUR NOHAIN	47.35	3.016667
 Saint-Révérien 	SAINT REVERIEN  	47.216667	3.5
 Saint-Saulge 	SAINT SAULGE  	47.1	3.5
 Saint-Seine 	SAINT SEINE  	46.733333	3.833333
 Saint-Sulpice 	SAINT SULPICE  	47.05	3.35
 Saint-Vérain 	SAINT VERAIN  	47.483333	3.05
 Saizy 	SAIZY   	47.35	3.7
 Sardy-lès-Épiry 	SARDY LES EPIRY 	47.183333	3.7
 Sauvigny-les-Bois 	SAUVIGNY LES BOIS 	46.966667	3.266667
 Savigny-Poil-Fol 	SAVIGNY POIL FOL 	46.783333	3.85
 Saxi-Bourdon 	SAXI BOURDON  	47.05	3.483333
 Sémelay 	SEMELAY   	46.85	3.85
 Sermages 	SERMAGES   	47.016667	3.85
 Sichamps 	SICHAMPS   	47.15	3.283333
 Sougy-sur-Loire 	SOUGY SUR LOIRE 	46.85	3.4
 Suilly-la-Tour 	SUILLY LA TOUR 	47.35	3.066667
 Surgy 	SURGY   	47.516667	3.516667
 Taconnay 	TACONNAY   	47.3	3.483333
 Talon 	TALON   	47.333333	3.566667
 Tamnay-en-Bazois 	TAMNAY EN BAZOIS 	47.05	3.716667
 Tannay 	TANNAY   	47.35	3.6
 Tazilly 	TAZILLY   	46.766667	3.916667
 Teigny 	TEIGNY   	47.383333	3.666667
 Thaix 	THAIX   	46.85	3.716667
 Thianges 	THIANGES   	46.916667	3.5
 Tintury 	TINTURY   	47	3.583333
 Toury-Lurcy 	TOURY LURCY  	46.733333	3.416667
 Toury-sur-Jour 	TOURY SUR JOUR 	46.733333	3.25
 Tracy-sur-Loire 	TRACY SUR LOIRE 	47.316667	2.883333
 Tresnay 	TRESNAY   	46.7	3.183333
 Trois-Vêvres 	TROIS VEVRES  	46.916667	3.416667
 Tronsanges 	TRONSANGES   	47.116667	3.05
 Trucy-l'Orgueilleux 	TRUCY L ORGUEILLEUX 	47.45	3.416667
 Urzy 	URZY   	47.05	3.2
 Vandenesse 	VANDENESSE   	46.916667	3.766667
 Varennes-lès-Narcy 	VARENNES LES NARCY 	47.233333	3.066667
 Varzy 	VARZY   	47.366667	3.383333
 Vauclaix 	VAUCLAIX   	47.233333	3.816667
 Verneuil 	VERNEUIL   	46.866667	3.55
 Vielmanay 	VIELMANAY   	47.266667	3.116667
 Vignol 	VIGNOL   	47.366667	3.666667
 Villapourçon 	VILLAPOURCON   	46.95	3.95
 Villiers-le-Sec 	VILLIERS LE SEC 	47.383333	3.433333
 Ville-Langy 	VILLE LANGY  	46.95	3.5
 Villiers-sur-Yonne 	VILLIERS SUR YONNE 	47.416667	3.583333
 Vitry-Laché 	VITRY LACHE  	47.2	3.566667
 Forges 	FORGES   	47.066667	3.366667
 Moiry 	MOIRY   	46.85	3.15
 Moulot 	MOULOT   	47.45	3.466667
 Plagny 	PLAGNY   	46.85	3.166667
 Abancourt 	ABANCOURT   	50.233333	3.216667
 Abscon 	ABSCON   	50.333333	3.3
 Aibes 	AIBES   	50.233333	4.1
 Aix 	AIX   	50.483333	3.283333
 Allennes-les-Marais 	ALLENNES LES MARAIS 	50.533333	2.95
 Amfroipret 	AMFROIPRET   	50.283333	3.733333
 Anhiers 	ANHIERS   	50.4	3.15
 Aniche 	ANICHE   	50.333333	3.25
 Villeneuve-d'Ascq 	VILLENEUVE D ASCQ 	50.683333	3.141667
 Anneux 	ANNEUX   	50.15	3.116667
 Annoeullin 	ANNOEULLIN   	50.533333	2.933333
 Anor 	ANOR   	50	4.1
 Anstaing 	ANSTAING   	50.6	3.2
 Anzin 	ANZIN   	50.366667	3.5
 Arleux 	ARLEUX   	50.283333	3.1
 Armbouts-Cappel 	ARMBOUTS CAPPEL  	50.983333	2.35
 Armentières 	ARMENTIERES   	50.683333	2.883333
 Arnèke 	ARNEKE   	50.833333	2.416667
 Artres 	ARTRES   	50.3	3.55
 Assevent 	ASSEVENT   	50.283333	4.016667
 Attiches 	ATTICHES   	50.516667	3.05
 Aubencheul-au-Bac 	AUBENCHEUL AU BAC 	50.25	3.166667
 Auberchicourt 	AUBERCHICOURT   	50.333333	3.233333
 Aubers 	AUBERS   	50.6	2.833333
 Aubigny-au-Bac 	AUBIGNY AU BAC 	50.266667	3.166667
 Auby 	AUBY   	50.416667	3.05
 Auchy-lès-Orchies 	AUCHY LES ORCHIES 	50.483333	3.2
 Audencourt 	AUDENCOURT   	50.116667	3.433333
 Audignies 	AUDIGNIES   	50.283333	3.816667
 Aulnoye-Aymeries 	AULNOYE AYMERIES  	50.2	3.833333
 Avelin 	AVELIN   	50.533333	3.083333
 Avesnelles 	AVESNELLES   	50.116667	3.95
 Avesnes-sur-Helpe 	AVESNES SUR HELPE 	50.116667	3.933333
 Avesnes-lès-Aubert 	AVESNES LES AUBERT 	50.2	3.383333
 Avesnes-le-Sec 	AVESNES LE SEC 	50.25	3.383333
 Awoingt 	AWOINGT   	50.15	3.283333
 Bachant 	BACHANT   	50.216667	3.866667
 Bachy 	BACHY   	50.55	3.266667
 Bailleul 	BAILLEUL   	50.733333	2.733333
 Baisieux 	BAISIEUX   	50.6	3.25
 Baives 	BAIVES   	50.066667	4.183333
 Bambecque 	BAMBECQUE   	50.9	2.55
 Banteux 	BANTEUX   	50.066667	3.2
 Bantigny 	BANTIGNY   	50.233333	3.233333
 Bantouzelle 	BANTOUZELLE   	50.05	3.2
 Bas-Lieu 	BAS LIEU  	50.133333	3.95
 La Bassée 	LA BASSEE  	50.533333	2.8
 Bauvin 	BAUVIN   	50.516667	2.883333
 Bavay 	BAVAY   	50.3	3.783333
 Bavinchove 	BAVINCHOVE   	50.783333	2.466667
 Bazuel 	BAZUEL   	50.1	3.583333
 Beaucamps-Ligny 	BEAUCAMPS LIGNY  	50.6	2.916667
 Beaudignies 	BEAUDIGNIES   	50.233333	3.583333
 Beaufort 	BEAUFORT   	50.216667	3.966667
 Beaumont-en-Cambrésis 	BEAUMONT EN CAMBRESIS 	50.116667	3.45
 Beaurain 	BEAURAIN   	50.166667	3.55
 Beaurepaire-sur-Sambre 	BEAUREPAIRE SUR SAMBRE 	50.05	3.8
 Beaurieux 	BEAURIEUX   	50.183333	4.116667
 Beauvois-en-Cambrésis 	BEAUVOIS EN CAMBRESIS 	50.133333	3.383333
 Bellaing 	BELLAING   	50.366667	3.433333
 Bellignies 	BELLIGNIES   	50.333333	3.766667
 Berelles 	BERELLES   	50.216667	4.1
 Bergues 	BERGUES   	50.966667	2.433333
 Berlaimont 	BERLAIMONT   	50.2	3.816667
 Bermerain 	BERMERAIN   	50.25	3.533333
 Bermeries 	BERMERIES   	50.283333	3.766667
 Bersée 	BERSEE   	50.483333	3.15
 Bersillies 	BERSILLIES   	50.316667	4
 Berthen 	BERTHEN   	50.783333	2.7
 Bertry 	BERTRY   	50.083333	3.45
 Béthencourt 	BETHENCOURT   	50.133333	3.433333
 Bettignies 	BETTIGNIES   	50.333333	3.966667
 Bettrechies 	BETTRECHIES   	50.316667	3.75
 Beugnies 	BEUGNIES   	50.166667	4.016667
 Beuvrages 	BEUVRAGES   	50.383333	3.5
 Bévillers 	BEVILLERS   	50.15	3.383333
 Bierne 	BIERNE   	50.966667	2.416667
 Bissezeele 	BISSEZEELE   	50.916667	2.416667
 Blaringhem 	BLARINGHEM   	50.7	2.4
 Blécourt 	BLECOURT   	50.216667	3.216667
 Boeschèpe 	BOESCHEPE   	50.8	2.7
 Boeseghem 	BOESEGHEM   	50.666667	2.45
 Bois-Grenier 	BOIS GRENIER  	50.65	2.883333
 Bollezeele 	BOLLEZEELE   	50.866667	2.333333
 Bondues 	BONDUES   	50.7	3.1
 Borre 	BORRE   	50.733333	2.583333
 Bouchain 	BOUCHAIN   	50.283333	3.316667
 Boulogne-sur-Helpe 	BOULOGNE SUR HELPE 	50.083333	3.9
 Bourbourg 	BOURBOURG   	50.95	2.2
 Bourghelles 	BOURGHELLES   	50.566667	3.25
 Boursies 	BOURSIES   	50.133333	3.016667
 Bousbecque 	BOUSBECQUE   	50.766667	3.083333
 Bousies 	BOUSIES   	50.15	3.616667
 Bousignies 	BOUSIGNIES   	50.433333	3.35
 Bousignies-sur-Roc 	BOUSIGNIES SUR ROC 	50.266667	4.183333
 Boussières-en-Cambrésis 	BOUSSIERES EN CAMBRESIS 	50.15	3.366667
 Boussières-sur-Sambre 	BOUSSIERES SUR SAMBRE 	50.233333	3.883333
 Boussois 	BOUSSOIS   	50.283333	4.05
 Bouvignies 	BOUVIGNIES   	50.433333	3.25
 Bouvines 	BOUVINES   	50.583333	3.183333
 Bray-Dunes 	BRAY DUNES  	51.083333	2.516667
 Briastre 	BRIASTRE   	50.166667	3.483333
 Brillon 	BRILLON   	50.433333	3.333333
 Brouckerque 	BROUCKERQUE   	50.95	2.283333
 Broxeele 	BROXEELE   	50.833333	2.316667
 Bruay-sur-l'Escaut 	BRUAY SUR L ESCAUT	50.383333	3.533333
 Bruille-lez-Marchiennes 	BRUILLE LEZ MARCHIENNES 	50.366667	3.25
 Bruille-Saint-Amand 	BRUILLE SAINT AMAND 	50.466667	3.5
 Brunémont 	BRUNEMONT   	50.266667	3.133333
 Bry 	BRY   	50.316667	3.683333
 Bugnicourt 	BUGNICOURT   	50.3	3.15
 Busigny 	BUSIGNY   	50.033333	3.466667
 Buysscheure 	BUYSSCHEURE   	50.8	2.333333
 Caëstre 	CAESTRE   	50.75	2.6
 Cagnoncles 	CAGNONCLES   	50.183333	3.3
 Cambrai 	CAMBRAI   	50.166667	3.233333
 Camphin-en-Carembault 	CAMPHIN EN CAREMBAULT 	50.516667	2.983333
 Camphin-en-Pévèle 	CAMPHIN EN PEVELE 	50.583333	3.25
 Cantaing-sur-Escaut 	CANTAING SUR ESCAUT 	50.15	3.166667
 Cantin 	CANTIN   	50.3	3.116667
 Capelle 	CAPELLE   	50.233333	3.55
 Capinghem 	CAPINGHEM   	50.65	2.966667
 Cappelle-en-Pévèle 	CAPPELLE EN PEVELE 	50.516667	3.166667
 Cappelle-la-Grande 	CAPPELLE LA GRANDE 	51	2.35
 Carnières 	CARNIERES   	50.166667	3.35
 Carnin 	CARNIN   	50.516667	2.966667
 Cartignies 	CARTIGNIES   	50.1	3.85
 Cassel 	CASSEL   	50.8	2.483333
 Catillon-sur-Sambre 	CATILLON SUR SAMBRE 	50.066667	3.633333
 Cattenières 	CATTENIERES   	50.133333	3.333333
 Caudry 	CAUDRY   	50.133333	3.416667
 Caullery 	CAULLERY   	50.083333	3.366667
 Cauroir 	CAUROIR   	50.166667	3.3
 Cerfontaine 	CERFONTAINE   	50.266667	4.033333
 La Chapelle d'Armentières 	LA CHAPELLE D ARMENTIERES	50.683333	2.9
 Château-l'Abbaye 	CHATEAU L ABBAYE 	50.483333	3.466667
 Chemy 	CHEMY   	50.533333	2.983333
 Chéreng 	CHERENG   	50.616667	3.216667
 Choisies 	CHOISIES   	50.216667	4.05
 Clairfayts 	CLAIRFAYTS   	50.15	4.116667
 Clary 	CLARY   	50.083333	3.4
 Cobrieux 	COBRIEUX   	50.55	3.233333
 Colleret 	COLLERET   	50.25	4.083333
 Comines 	COMINES   	50.766667	3.016667
 Condé-sur-l'Escaut 	CONDE SUR L ESCAUT	50.45	3.583333
 Coudekerque 	COUDEKERQUE   	51	2.416667
 Coudekerque-Branche 	COUDEKERQUE BRANCHE  	51.033333	2.4
 Courchelettes 	COURCHELETTES   	50.35	3.05
 Cousolre 	COUSOLRE   	50.25	4.15
 Coutiches 	COUTICHES   	50.45	3.2
 Craywick 	CRAYWICK   	50.966667	2.233333
 Crespin 	CRESPIN   	50.416667	3.65
 Crèvecoeur-sur-l'Escaut 	CREVECOEUR SUR L ESCAUT	50.1	3.25
 Crochte 	CROCHTE   	50.933333	2.383333
 Croix 	CROIX   	50.666667	3.15
 Croix-Caluyau 	CROIX CALUYAU  	50.15	3.583333
 Cuincy 	CUINCY   	50.383333	3.05
 Curgies 	CURGIES   	50.333333	3.6
 Cuvillers 	CUVILLERS   	50.216667	3.233333
 Cysoing 	CYSOING   	50.566667	3.216667
 Damousies 	DAMOUSIES   	50.216667	4.016667
 Déchy 	DECHY   	50.35	3.116667
 Dehéries 	DEHERIES   	50.05	3.316667
 Denain 	DENAIN   	50.333333	3.383333
 Deûlemont 	DEULEMONT   	50.733333	2.95
 Dimechaux 	DIMECHAUX   	50.2	4.033333
 Dimont 	DIMONT   	50.183333	4.016667
 Doignies 	DOIGNIES   	50.116667	3
 Dompierre-sur-Helpe 	DOMPIERRE SUR HELPE 	50.141667	3.866667
 Douai 	DOUAI   	50.366667	3.066667
 Douchy-les-Mines 	DOUCHY LES MINES 	50.3	3.383333
 Le Doulieu 	LE DOULIEU  	50.683333	2.716667
 Dourlers 	DOURLERS   	50.166667	3.933333
 Drincham 	DRINCHAM   	50.9	2.316667
 Dunkerque 	DUNKERQUE   	51.05	2.366667
 Ebblinghem 	EBBLINGHEM   	50.733333	2.4
 Écaillon 	ECAILLON   	50.35	3.216667
 Eccles 	ECCLES   	50.2	4.1
 Éclaibes 	ECLAIBES   	50.2	3.933333
 Écuelin 	ECUELIN   	50.2	3.916667
 Eecke 	EECKE   	50.783333	2.6
 Élesmes 	ELESMES   	50.3	4.016667
 Élincourt 	ELINCOURT   	50.05	3.366667
 Émerchicourt 	EMERCHICOURT   	50.316667	3.25
 Emmerin 	EMMERIN   	50.6	3
 Englefontaine 	ENGLEFONTAINE   	50.183333	3.65
 Englos 	ENGLOS   	50.633333	2.966667
 Ennetières-en-Weppes 	ENNETIERES EN WEPPES 	50.633333	2.95
 Ennevelin 	ENNEVELIN   	50.533333	3.133333
 Eppe-Sauvage 	EPPE SAUVAGE  	50.116667	4.183333
 Erchin 	ERCHIN   	50.316667	3.166667
 Eringhem 	ERINGHEM   	50.9	2.35
 Erquinghem-le-Sec 	ERQUINGHEM LE SEC 	50.616667	2.933333
 Erquinghem-Lys 	ERQUINGHEM LYS  	50.683333	2.85
 Erre 	ERRE   	50.366667	3.316667
 Escarmain 	ESCARMAIN   	50.233333	3.55
 Escaudain 	ESCAUDAIN   	50.333333	3.35
 Escaudoeuvres 	ESCAUDOEUVRES   	50.2	3.266667
 Escautpont 	ESCAUTPONT   	50.416667	3.566667
 Escobecques 	ESCOBECQUES   	50.616667	2.933333
 Esnes 	ESNES   	50.1	3.316667
 Esquelbecq 	ESQUELBECQ   	50.883333	2.433333
 Esquerchin 	ESQUERCHIN   	50.366667	3.016667
 Estaires 	ESTAIRES   	50.633333	2.716667
 Estourmel 	ESTOURMEL   	50.133333	3.333333
 Estrées 	ESTREES   	50.3	3.066667
 Estreux 	ESTREUX   	50.35	3.6
 Eswars 	ESWARS   	50.216667	3.266667
 Eth 	ETH   	50.316667	3.666667
 Étroeungt 	ETROEUNGT   	50.05	3.933333
 Estrun 	ESTRUN   	50.25	3.283333
 Fâches-Thumesnil 	FACHES THUMESNIL  	50.583333	3.066667
 Famars 	FAMARS   	50.316667	3.516667
 Faumont 	FAUMONT   	50.466667	3.133333
 Le Favril 	LE FAVRIL  	50.1	3.733333
 Féchain 	FECHAIN   	50.266667	3.216667
 Feignies 	FEIGNIES   	50.3	3.916667
 Felleries 	FELLERIES   	50.15	4.033333
 Fenain 	FENAIN   	50.366667	3.3
 Férin 	FERIN   	50.333333	3.066667
 Féron 	FERON   	50.033333	4.016667
 Ferrière-la-Grande 	FERRIERE LA GRANDE 	50.25	4
 Ferrière-la-Petite 	FERRIERE LA PETITE 	50.233333	4.016667
 La Flamengrie 	LA FLAMENGRIE  	50.316667	3.716667
 Flers-en-Escrebieux 	FLERS EN ESCREBIEUX 	50.4	3.05
 Flesquières 	FLESQUIERES   	50.116667	3.116667
 Flêtre 	FLETRE   	50.75	2.65
 Floursies 	FLOURSIES   	50.183333	3.966667
 Floyon 	FLOYON   	50.033333	3.9
 Fontaine-au-Bois 	FONTAINE AU BOIS 	50.15	3.65
 Fontaine-au-Pire 	FONTAINE AU PIRE 	50.133333	3.366667
 Fontaine-Notre-Dame 	FONTAINE NOTRE DAME 	50.166667	3.166667
 Forest-sur-Marque 	FOREST SUR MARQUE 	50.633333	3.183333
 Fort-Mardyck 	FORT MARDYCK  	51.033333	2.3
 Fourmies 	FOURMIES   	50	4.05
 Fournes-en-Weppes 	FOURNES EN WEPPES 	50.583333	2.883333
 Frasnoy 	FRASNOY   	50.266667	3.683333
 Frélinghien 	FRELINGHIEN   	50.716667	2.933333
 Fresnes-sur-Escaut 	FRESNES SUR ESCAUT 	50.433333	3.583333
 Fressain 	FRESSAIN   	50.283333	3.2
 Fressies 	FRESSIES   	50.25	3.2
 Fretin 	FRETIN   	50.55	3.133333
 Fromelles 	FROMELLES   	50.6	2.85
 Genech 	GENECH   	50.533333	3.216667
 Ghissignies 	GHISSIGNIES   	50.233333	3.616667
 Ghyvelde 	GHYVELDE   	51.05	2.533333
 Glageon 	GLAGEON   	50.05	4.066667
 Godewaersvelde 	GODEWAERSVELDE   	50.8	2.65
 Goeulzin 	GOEULZIN   	50.316667	3.1
 Gognies-Chaussée 	GOGNIES CHAUSSEE  	50.333333	3.95
 Gommegnies 	GOMMEGNIES   	50.266667	3.716667
 Gondecourt 	GONDECOURT   	50.55	2.983333
 Gonnelieu 	GONNELIEU   	50.05	3.15
 La Gorgue 	LA GORGUE  	50.633333	2.7
 Gouzeaucourt 	GOUZEAUCOURT   	50.05	3.116667
 Grand-Fayt 	GRAND FAYT  	50.1	3.816667
 Grande-Synthe 	GRANDE SYNTHE  	51.016667	2.283333
 Grand-Fort-Philippe 	GRAND FORT PHILIPPE 	51	2.108333
 Gravelines 	GRAVELINES   	50.983333	2.125
 La Groise 	LA GROISE  	50.083333	3.683333
 Gruson 	GRUSON   	50.6	3.216667
 Guesnain 	GUESNAIN   	50.35	3.15
 Gussignies 	GUSSIGNIES   	50.333333	3.75
 Halluin 	HALLUIN   	50.783333	3.133333
 Hamel 	HAMEL   	50.283333	3.083333
 Hantay 	HANTAY   	50.533333	2.866667
 Hardifort 	HARDIFORT   	50.816667	2.483333
 Hargnies 	HARGNIES   	50.25	3.85
 Hasnon 	HASNON   	50.416667	3.383333
 Haspres 	HASPRES   	50.25	3.416667
 Haubourdin 	HAUBOURDIN   	50.6	2.983333
 Haucourt-en-Cambrésis 	HAUCOURT EN CAMBRESIS 	50.1	3.35
 Haulchin 	HAULCHIN   	50.316667	3.433333
 Haussy 	HAUSSY   	50.216667	3.483333
 Hautmont 	HAUTMONT   	50.25	3.933333
 Haveluy 	HAVELUY   	50.35	3.4
 Haverskerque 	HAVERSKERQUE   	50.633333	2.533333
 Haynecourt 	HAYNECOURT   	50.216667	3.166667
 Hazebrouck 	HAZEBROUCK   	50.716667	2.533333
 Hecq 	HECQ   	50.183333	3.633333
 Hélesmes 	HELESMES   	50.366667	3.366667
 Hellemmes-Lille 	HELLEMMES LILLE  	50.616667	3.116667
 Hem 	HEM   	50.65	3.2
 Hem-Lenglet 	HEM LENGLET  	50.25	3.233333
 Hergnies 	HERGNIES   	50.466667	3.516667
 Hérin 	HERIN   	50.35	3.45
 Herlies 	HERLIES   	50.566667	2.85
 Herrin 	HERRIN   	50.55	2.966667
 Herzeele 	HERZEELE   	50.883333	2.533333
 Hestrud 	HESTRUD   	50.2	4.133333
 Holque 	HOLQUE   	50.85	2.2
 Hondeghem 	HONDEGHEM   	50.766667	2.516667
 Hondschoote 	HONDSCHOOTE   	50.983333	2.583333
 Hon-Hergies 	HON HERGIES  	50.333333	3.833333
 Honnechy 	HONNECHY   	50.066667	3.45
 Hordain 	HORDAIN   	50.266667	3.316667
 Hornaing 	HORNAING   	50.366667	3.333333
 Houdain-lez-Bavay 	HOUDAIN LEZ BAVAY 	50.316667	3.783333
 Houplin-Ancoisne 	HOUPLIN ANCOISNE  	50.566667	3
 Houplines 	HOUPLINES   	50.7	2.916667
 Houtkerque 	HOUTKERQUE   	50.883333	2.6
 Hoymille 	HOYMILLE   	50.983333	2.45
 Illies 	ILLIES   	50.566667	2.833333
 Inchy 	INCHY   	50.116667	3.466667
 Iwuy 	IWUY   	50.233333	3.316667
 Jenlain 	JENLAIN   	50.316667	3.616667
 Jeumont 	JEUMONT   	50.3	4.1
 Jolimetz 	JOLIMETZ   	50.233333	3.683333
 Killem 	KILLEM   	50.966667	2.566667
 Lallaing 	LALLAING   	50.383333	3.166667
 Lambersart 	LAMBERSART   	50.65	3.033333
 Landas 	LANDAS   	50.483333	3.3
 Landrecies 	LANDRECIES   	50.133333	3.7
 Lannoy 	LANNOY   	50.666667	3.216667
 Larouillies 	LAROUILLIES   	50.033333	3.933333
 Lauwin-Planque 	LAUWIN PLANQUE  	50.383333	3.05
 Lecelles 	LECELLES   	50.466667	3.4
 Lécluse 	LECLUSE   	50.266667	3.033333
 Lederzeele 	LEDERZEELE   	50.816667	2.283333
 Ledringhem 	LEDRINGHEM   	50.85	2.433333
 Leers 	LEERS   	50.683333	3.25
 Leffrinckoucke 	LEFFRINCKOUCKE   	51.033333	2.466667
 Lesdain 	LESDAIN   	50.1	3.266667
 Lesquin 	LESQUIN   	50.583333	3.116667
 Leval 	LEVAL   	50.183333	3.833333
 Lewarde 	LEWARDE   	50.35	3.166667
 Lezennes 	LEZENNES   	50.616667	3.116667
 Liessies 	LIESSIES   	50.116667	4.083333
 Lieu-Saint-Amand 	LIEU SAINT AMAND 	50.266667	3.35
 Lille 	LILLE   	50.633333	3.066667
 Limont-Fontaine 	LIMONT FONTAINE  	50.2	3.933333
 Linselles 	LINSELLES   	50.733333	3.083333
 Locquignol 	LOCQUIGNOL   	50.2	3.716667
 Loffre 	LOFFRE   	50.35	3.166667
 Lomme 	LOMME   	50.65	2.983333
 Lompret 	LOMPRET   	50.666667	3
 La Longueville 	LA LONGUEVILLE  	50.283333	3.866667
 Looberghe 	LOOBERGHE   	50.916667	2.266667
 Loon-Plage 	LOON PLAGE  	50.983333	2.216667
 Loos 	LOOS   	50.616667	3.016667
 Lourches 	LOURCHES   	50.316667	3.35
 Louvignies-Bavay 	LOUVIGNIES BAVAY  	50.3	3.8
 Louvignies-Quesnoy 	LOUVIGNIES QUESNOY  	50.233333	3.633333
 Louvil 	LOUVIL   	50.55	3.2
 Louvroil 	LOUVROIL   	50.266667	3.966667
 Lynde 	LYNDE   	50.716667	2.416667
 La Madeleine 	LA MADELEINE  	50.65	3.066667
 Maing 	MAING   	50.3	3.483333
 Mairieux 	MAIRIEUX   	50.316667	3.983333
 Le Maisnil 	LE MAISNIL  	50.616667	2.883333
 Malo-les-Bains 	MALO LES BAINS 	51.05	2.4
 Marbaix 	MARBAIX   	50.133333	3.85
 Marcoing 	MARCOING   	50.116667	3.183333
 Marcq-en-Baroeul 	MARCQ EN BAROEUL 	50.666667	3.083333
 Marcq-en-Ostrevent 	MARCQ EN OSTREVENT 	50.283333	3.25
 Mardyck 	MARDYCK   	51.016667	2.25
 Maresches 	MARESCHES   	50.3	3.583333
 Maretz 	MARETZ   	50.05	3.416667
 Marly 	MARLY   	50.35	3.55
 Maroilles 	MAROILLES   	50.133333	3.75
 Marpent 	MARPENT   	50.3	4.083333
 Marquette-en-Ostrevent 	MARQUETTE EN OSTREVENT 	50.283333	3.266667
 Marquillies 	MARQUILLIES   	50.55	2.866667
 Masnières 	MASNIERES   	50.116667	3.216667
 Masny 	MASNY   	50.35	3.2
 Mastaing 	MASTAING   	50.3	3.3
 Maubeuge 	MAUBEUGE   	50.283333	3.966667
 Maulde 	MAULDE   	50.5	3.433333
 Maurois 	MAUROIS   	50.066667	3.45
 Mazinghien 	MAZINGHIEN   	50.05	3.6
 Mecquignies 	MECQUIGNIES   	50.283333	3.8
 Merckeghem 	MERCKEGHEM   	50.866667	2.283333
 Mérignies 	MERIGNIES   	50.5	3.116667
 Merris 	MERRIS   	50.716667	2.666667
 Merville 	MERVILLE   	50.633333	2.633333
 Météren 	METEREN   	50.733333	2.7
 Millam 	MILLAM   	50.85	2.25
 Millonfosse 	MILLONFOSSE   	50.433333	3.4
 Les Moëres 	LES MOERES  	51.016667	2.55
 Moeuvres 	MOEUVRES   	50.15	3.066667
 Monceau-Saint-Waast 	MONCEAU SAINT WAAST 	50.166667	3.85
 Monchaux-sur-Écaillon 	MONCHAUX SUR ECAILLON 	50.283333	3.466667
 Moncheaux 	MONCHEAUX   	50.45	3.083333
 Monchecourt 	MONCHECOURT   	50.3	3.216667
 Montay 	MONTAY   	50.116667	3.55
 Montigny-en-Cambrésis 	MONTIGNY EN CAMBRESIS 	50.1	3.416667
 Montrécourt 	MONTRECOURT   	50.233333	3.45
 Morbecque 	MORBECQUE   	50.7	2.516667
 Mortagne-du-Nord 	MORTAGNE DU NORD 	50.5	3.45
 Mouchin 	MOUCHIN   	50.516667	3.283333
 Moustier-en-Fagne 	MOUSTIER EN FAGNE 	50.1	4.183333
 Mouvaux 	MOUVAUX   	50.7	3.133333
 Naves 	NAVES   	50.2	3.3
 Neuf-Berquin 	NEUF BERQUIN  	50.65	2.666667
 Neuf-Mesnil 	NEUF MESNIL  	50.266667	3.9
 Neuville-en-Avesnois 	NEUVILLE EN AVESNOIS 	50.2	3.583333
 Neuville-en-Ferrain 	NEUVILLE EN FERRAIN 	50.75	3.15
 La Neuville 	LA NEUVILLE  	50.5	3.05
 Neuville-Saint-Rémy 	NEUVILLE SAINT REMY 	50.183333	3.233333
 Neuvilly 	NEUVILLY   	50.133333	3.516667
 Nieppe 	NIEPPE   	50.7	2.833333
 Niergnies 	NIERGNIES   	50.15	3.25
 Nieurlet 	NIEURLET   	50.783333	2.283333
 Nomain 	NOMAIN   	50.5	3.25
 Noordpeene 	NOORDPEENE   	50.8	2.4
